AAPL R735QTJ8XC9X,AAPL,292.46,21637672,6328153553,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,36.47,3078538,112274280,False,0.7048563,1
BNO UN3IMQ2JU1YD,BNO,52.98,0,0,False,1,0.5
EEM SNQLASP67O85,EEM,44.11,49272573,2173413195,False,0.8150124,1
GOOG T1AZ164W5VTX,GOOG,527.49,3190562,1682989549,False,1,0.5
IBM R735QTJ8XC9X,IBM,134.15,6625102,888757433,False,0.7088095,1
IWM RV0PWMLXVHPH,IWM,66.95,58414876,3910875948,False,0.8599296,1
NB R735QTJ8XC9X,BAC,13.59,125347422,1703471464,False,0.8719683,1
SPY R735QTJ8XC9X,SPY,114.79,154008044,17678583370,False,0.8121829,1
USO THORT68ZZSYT,USO,33.4,7645586,255362572,False,1,8
UW R735QTJ8XC9X,WM,35.73,1549566,55365993,False,0.7393422,1
