AAPL R735QTJ8XC9X,AAPL,116.31,40539887,4715194256,False,0.9095911,0.25
AIG R735QTJ8XC9X,AIG,54.45,7626202,415246698,False,0.8529429,1
BNO UN3IMQ2JU1YD,BNO,31.18,43626,1360258,False,1,1
EEM SNQLASP67O85,EEM,41.13,27404073,1127129522,False,0.8798371,1
FB V6OIPNZEM8V9,FB,73.6,18590019,1368225398,False,1,1
GOOCV VP83T1ZUHROL,GOOG,534.83,1530047,818315037,False,1,0.997307
GOOG T1AZ164W5VTX,GOOGL,543.76,1681096,914112760,False,1,1
IBM R735QTJ8XC9X,IBM,160.64,4144377,665752721,False,0.7686955,1
IWM RV0PWMLXVHPH,IWM,116.44,23505939,2737031537,False,0.9150046,1
NB R735QTJ8XC9X,BAC,17,46046537,782791129,False,0.8876619,1
QQQ RIWIV7K5Z9LX,QQQ,103.67,19564210,2028221650,False,0.9426325,1
SPY R735QTJ8XC9X,SPY,205.58,64783018,13318092840,False,0.8815326,1
USO THORT68ZZSYT,USO,28.73,7095695,203859317,False,1,8
UW R735QTJ8XC9X,WM,48.32,2043313,98732884,False,0.8611744,1
