AAPL R735QTJ8XC9X,AAPL,467.01,16653578,7777387461,False,0.8740796,0.0357143
AIG R735QTJ8XC9X,AIG,38.87,16388056,637003736,False,0.8435868,1
BNO UN3IMQ2JU1YD,BNO,88.58,114468,10139575,False,1,0.5
EEM SNQLASP67O85,EEM,44.18,29410534,1299357392,False,0.8534672,1
FB V6OIPNZEM8V9,FB,27.9,49495905,1380935749,False,1,1
GOOG T1AZ164W5VTX,GOOG,782.86,1191607,932861456,False,1,0.5
IBM R735QTJ8XC9X,IBM,200.09,2121314,424453718,False,0.739287,1
IWM RV0PWMLXVHPH,IWM,91.48,21089105,1929231325,False,0.8940081,1
NB R735QTJ8XC9X,BAC,12.17,187100085,2277008034,False,0.881193,1
QQQ RIWIV7K5Z9LX,QQQ,67.97,22219188,1510238208,False,0.9210784,1
SPY R735QTJ8XC9X,SPY,152.15,73581411,11195411683,False,0.8520633,1
USO THORT68ZZSYT,USO,35.19,4911477,172834875,False,1,8
UW R735QTJ8XC9X,WM,36.64,3344596,122545997,False,0.8099753,1
