AAPL R735QTJ8XC9X,AAPL,129.57,14104081,1827465775,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,1.91,115321684,220264416,False,0.7048563,20
EEM SNQLASP67O85,EEM,30.85,49030851,1512601753,False,0.7964544,1
GOOG T1AZ164W5VTX,GOOG,407.98,2499217,1019630551,False,1,0.5
IBM R735QTJ8XC9X,IBM,102.84,7184872,738892236,False,0.6922402,1
IWM RV0PWMLXVHPH,IWM,50.22,37472291,1881858454,False,0.844435,1
NB R735QTJ8XC9X,BAC,13.05,388269872,5066921829,False,0.8683374,1
SPY R735QTJ8XC9X,SPY,91.14,228667168,20840725691,False,0.7882095,1
USO THORT68ZZSYT,USO,32.29,10076812,325380259,False,1,8
UW R735QTJ8XC9X,WMI,26.85,2794342,75028082,False,0.6978254,1
