AAPL R735QTJ8XC9X,AAPL,459.99,15143804,6965998401,False,0.8740796,0.0357143
AIG R735QTJ8XC9X,AIG,38.6,15094237,582637548,False,0.8435868,1
BNO UN3IMQ2JU1YD,BNO,88.01,36678,3228030,False,1,0.5
EEM SNQLASP67O85,EEM,44.08,48216574,2125386581,False,0.8534672,1
FB V6OIPNZEM8V9,FB,28.96,47482569,1375095198,False,1,1
GOOG T1AZ164W5VTX,GOOG,806.85,2893672,2334759253,False,1,0.5
IBM R735QTJ8XC9X,IBM,200.32,2919022,584738487,False,0.739287,1
IWM RV0PWMLXVHPH,IWM,92.55,19435385,1798744881,False,0.8940081,1
NB R735QTJ8XC9X,BAC,12.19,160219031,1953069987,False,0.881193,1
QQQ RIWIV7K5Z9LX,QQQ,68.23,20352831,1388673659,False,0.9210784,1
SPY R735QTJ8XC9X,SPY,153.2,74071874,11347811096,False,0.8520633,1
USO THORT68ZZSYT,USO,34.96,3774106,131942745,False,1,8
UW R735QTJ8XC9X,WM,36.62,2585951,94697525,False,0.8099753,1
