AAPL R735QTJ8XC9X,AAPL,91.49,63574416,5816423319,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,2.2,47387018,104251439,False,0.7048563,20
EEM SNQLASP67O85,EEM,24.03,69509660,1670317129,False,0.785388,1
GOOG T1AZ164W5VTX,GOOG,362.75,5626445,2040992923,False,1,0.5
IBM R735QTJ8XC9X,IBM,88.7,8355549,741137196,False,0.6811068,1
IWM RV0PWMLXVHPH,IWM,53.18,69301871,3685473499,False,0.8353128,1
NB R735QTJ8XC9X,BAC,24,68189591,1636550184,False,0.8469893,1
SPY R735QTJ8XC9X,SPY,95.5,302530501,28891662845,False,0.7762926,1
USO THORT68ZZSYT,USO,58.77,8959827,526569032,False,1,8
UW R735QTJ8XC9X,WMI,30.57,2636461,80596612,False,0.6833826,1
