AAPL R735QTJ8XC9X,AAPL,153.92,27385007,4215100277,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,45.37,13814907,626782330,False,0.6939331,20
EEM SNQLASP67O85,EEM,144.84,16062381,2326475264,False,0.7764915,0.333333
GOOG T1AZ164W5VTX,GOOG,455.03,7418388,3375589091,False,1,0.5
IBM R735QTJ8XC9X,IBM,120.12,14919723,1792157126,False,0.6757024,1
IWM RV0PWMLXVHPH,IWM,71,66760851,4740020421,False,0.8304523,1
NB R735QTJ8XC9X,BAC,36.93,35023172,1293405741,False,0.8143876,1
SPY R735QTJ8XC9X,SPY,136.23,163122890,22222231304,False,0.7680097,1
USO THORT68ZZSYT,USO,92.23,7780194,717567292,False,1,8
UW R735QTJ8XC9X,WMI,35,3561789,124662615,False,0.6732043,1
