AAA XHPVXIJUWS4L,AAA,25.075,397,9954,False,1,1
AAPL R735QTJ8XC9X,AAPL,130.92,101546258,13294436097,False,0.9985079,1
AIG R735QTJ8XC9X,AIG,40.89,5103563,208684691,False,0.9933939,1
BNO UN3IMQ2JU1YD,BNO,13.59,562435,7643491,False,1,1
EEM SNQLASP67O85,EEM,53.3,38619775,2058434007,False,1,1
FB V6OIPNZEM8V9,FB,268.74,14990947,4028667096,False,1,1
GOOCV VP83T1ZUHROL,GOOG,1787.25,2166587,3872232615,False,1,1
GOOG T1AZ164W5VTX,GOOGL,1774.34,2024423,3592014705,False,1,1
IBM R735QTJ8XC9X,IBM,128.99,4273016,551176333,False,0.9868134,1
IWM RV0PWMLXVHPH,IWM,208.17,22572030,4698819485,False,0.9981225,1
NB R735QTJ8XC9X,BAC,32.86,72461470,2381083904,False,0.9950577,1
PGM VWWSFBS9ZRS5,PGM,2.16,1165604,2517704,False,1,1
QQQ RIWIV7K5Z9LX,QQQ,314.98,27676047,8717401284,False,0.9987396,1
SPY R735QTJ8XC9X,SPY,379.1,62270874,23606888333,False,0.996736,1
USO THORT68ZZSYT,USO,34.53,4032947,139257659,False,1,1
UW R735QTJ8XC9X,WM,118.05,1821672,215048379,False,0.9952749,1
