AAA SEVKGI6HF885,AAA,44.8,1800,80640,False,0.2988875,1
AAPL R735QTJ8XC9X,AAPL,14.89,6763083,100702305,False,0.8613657,0.0178571
AIG R735QTJ8XC9X,AIG,62.13,4901300,304517769,False,0.6651579,20
FB ROGEM6TFIF6T,FB,34.14,198900,6790446,False,1,1
IBM R735QTJ8XC9X,IBM,83.6,7447000,622569200,False,0.639056,1
IWM RV0PWMLXVHPH,IWM,78.79,1353400,106634386,False,0.7844391,0.5
NB R735QTJ8XC9X,BAC,71.25,6037200,430150500,False,0.6484904,0.5
QQQ RIWIV7K5Z9LX,QQQ,26.39,59486400,1569846096,False,0.8702664,1
SPY R735QTJ8XC9X,SPY,93.13,37793700,3519727281,False,0.6989669,1
UW R735QTJ8XC9X,WMI,23.76,2115700,50269032,False,0.6009219,1
