AAA SEVKGI6HF885,AAA,62.17,12900,801993,False,0.3214621,1
AAPL R735QTJ8XC9X,AAPL,85.7,41965022,3596402385,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,69.79,13100700,914297853,False,0.6830889,20
EEM SNQLASP67O85,EEM,114.89,9872200,1134217058,False,0.7666262,0.333333
GOOG T1AZ164W5VTX,GOOG,479.05,4498621,2155064390,False,1,0.5
IBM R735QTJ8XC9X,IBM,97.12,13035800,1266036896,False,0.6637916,1
IWM RV0PWMLXVHPH,IWM,77.89,42656800,3322538152,False,0.8211631,1
NB R735QTJ8XC9X,BAC,53.32,27324300,1456931676,False,0.7625556,1
SPY R735QTJ8XC9X,SPY,142.75,53361600,7617368400,False,0.7503736,1
USO THORT68ZZSYT,USO,45.57,7520300,342700071,False,1,8
UW R735QTJ8XC9X,WMI,37.6,4678600,175915360,False,0.6502868,1
