AAPL R735QTJ8XC9X,AAPL,201.67,14489579,2922113396,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,26.53,4490028,119120442,False,0.7048563,1
EEM SNQLASP67O85,EEM,39.36,68647010,2701946313,False,0.8096581,1
GOOG T1AZ164W5VTX,GOOG,541.16,2484390,1344452492,False,1,0.5
IBM R735QTJ8XC9X,IBM,127.19,6270348,797525562,False,0.7017147,1
IWM RV0PWMLXVHPH,IWM,63.07,46584661,2938094569,False,0.852838,1
NB R735QTJ8XC9X,BAC,15.88,189917245,3015885850,False,0.8701741,1
SPY R735QTJ8XC9X,SPY,111.18,171665579,19085779073,False,0.800734,1
USO THORT68ZZSYT,USO,39.09,15130944,591468600,False,1,8
UW R735QTJ8XC9X,WM,33.38,2566253,85661525,False,0.7184117,1
