AAPL R735QTJ8XC9X,AAPL,315,30520786,9614047590,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,41.47,3469346,143873778,False,0.7048563,1
BNO UN3IMQ2JU1YD,BNO,56.33,0,0,False,1,0.5
EEM SNQLASP67O85,EEM,46.72,75597202,3531901277,False,0.8150124,1
GOOG T1AZ164W5VTX,GOOG,601.45,13342615,8024915791,False,1,0.5
IBM R735QTJ8XC9X,IBM,141.06,6759773,953533579,False,0.7088095,1
IWM RV0PWMLXVHPH,IWM,70.32,66594356,4682915113,False,0.8599296,1
NB R735QTJ8XC9X,BAC,11.98,578641054,6932119826,False,0.8719683,1
SPY R735QTJ8XC9X,SPY,117.72,202366646,23822601567,False,0.8121829,1
USO THORT68ZZSYT,USO,35.47,7517090,266631182,False,1,8
UW R735QTJ8XC9X,WM,36.61,2397877,87786276,False,0.7393422,1
