AAA SEVKGI6HF885,AAA,55.84,5100,284784,False,0.3035907,1
AAPL R735QTJ8XC9X,AAPL,19.68,2609740,51359683,False,0.8613657,0.0178571
AIG R735QTJ8XC9X,AIG,63.25,4059400,256757050,False,0.6663581,20
EEM SNQLASP67O85,EEM,127.3,80800,10285840,False,0.734697,0.11111099
IBM R735QTJ8XC9X,IBM,81.48,4538600,369805128,False,0.6427626,1
IWM RV0PWMLXVHPH,IWM,93.19,2633700,245434503,False,0.7875168,0.5
NB R735QTJ8XC9X,BAC,81.4,3423700,278689180,False,0.6602278,0.5
QQQ RIWIV7K5Z9LX,QQQ,30.86,55531500,1713702090,False,0.8702664,1
SPY R735QTJ8XC9X,SPY,99.54,29867800,2973040812,False,0.7043209,1
UW R735QTJ8XC9X,WMI,24.95,1762700,43979365,False,0.6009219,1
