AAPL R735QTJ8XC9X,AAPL,120.88,239632199,28966740215,False,0.9967882,1
AIG R735QTJ8XC9X,AIG,29.4,6942595,204112293,False,0.9744891,1
BNO UN3IMQ2JU1YD,BNO,11.28,1805521,20366276,False,1,1
EEM SNQLASP67O85,EEM,44.32,74229018,3289830077,False,0.9897694,1
FB V6OIPNZEM8V9,FB,291.12,30841889,8978690725,False,1,1
GOOCV VP83T1ZUHROL,GOOG,1641.84,3035185,4983288140,False,1,1
GOOG T1AZ164W5VTX,GOOGL,1629.51,2977621,4852063195,False,1,1
IBM R735QTJ8XC9X,IBM,124.45,5433854,676243130,False,0.9727086,1
IWM RV0PWMLXVHPH,IWM,153.78,30143745,4635505106,False,0.9912339,1
NB R735QTJ8XC9X,BAC,25.66,82546083,2118132489,False,0.9888942,1
PGM VWWSFBS9ZRS5,PGM,2.16,1175200,2538432,False,1,1
QQQ RIWIV7K5Z9LX,QQQ,287.41,95099057,27332419972,False,0.9954812,1
SPY R735QTJ8XC9X,SPY,345.39,132142532,45640709127,False,0.9885475,1
USO THORT68ZZSYT,USO,29.64,7534133,223311702,False,1,1
UW R735QTJ8XC9X,WM,111.22,2314475,257415909,False,0.9906439,1
