AAPL R735QTJ8XC9X,AAPL,139.2,16139100,2246562720,False,0.9497715,0.25
AIG R735QTJ8XC9X,AIG,63.18,8271265,522578522,False,0.8906992,1
BNO UN3IMQ2JU1YD,BNO,13.98,108243,1513237,False,1,1
EEM SNQLASP67O85,EEM,38.54,40574033,1563723231,False,0.931654,1
FB V6OIPNZEM8V9,FB,139.6,10493500,1464892600,False,1,1
GOOCV VP83T1ZUHROL,GOOG,845.54,1039861,879244069,False,1,1
GOOG T1AZ164W5VTX,GOOGL,864.58,886832,766737210,False,1,1
IBM R735QTJ8XC9X,IBM,176.46,3355911,592184055,False,0.8305612,1
IWM RV0PWMLXVHPH,IWM,136.28,20411918,2781736185,False,0.9466049,1
NB R735QTJ8XC9X,BAC,25.3,53871136,1362939740,False,0.9187262,1
PGM VWWSFBS9ZRS5,PGM,23.54,1165285,27430808,False,1,1
QQQ RIWIV7K5Z9LX,QQQ,131.61,10106985,1330180295,False,0.9663666,1
SPY R735QTJ8XC9X,SPY,237.81,44239339,10520557207,False,0.9243343,1
USO THORT68ZZSYT,USO,10.28,39468937,405740672,False,1,8
UW R735QTJ8XC9X,WM,73.1,1342872,98163943,False,0.9232427,1
