AAPL R735QTJ8XC9X,AAPL,139.49,15881591,2215323128,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,1.56,74301813,115910828,False,0.7048563,20
EEM SNQLASP67O85,EEM,34.12,81467937,2779686010,False,0.7964544,1
GOOG T1AZ164W5VTX,GOOG,428.4,2584902,1107372016,False,1,0.5
IBM R735QTJ8XC9X,IBM,106.85,6537314,698512000,False,0.6922402,1
IWM RV0PWMLXVHPH,IWM,52.75,52344036,2761147899,False,0.844435,1
NB R735QTJ8XC9X,BAC,11.42,286934811,3276795541,False,0.8683374,1
SPY R735QTJ8XC9X,SPY,94.88,215142967,20412764708,False,0.7882095,1
USO THORT68ZZSYT,USO,37.61,10616854,399299878,False,1,8
UW R735QTJ8XC9X,WMI,28.72,3137084,90097052,False,0.7051127,1
