AAPL R735QTJ8XC9X,AAPL,253.48,18543008,4700281667,False,0.8613657,0.0357143
AIG R735QTJ8XC9X,AIG,35.08,2465588,86492827,False,0.7048563,1
BNO UN3IMQ2JU1YD,BNO,51.12,27530,1407333,False,1,0.5
EEM SNQLASP67O85,EEM,38.75,61743352,2392554890,False,0.8096581,1
GOOG T1AZ164W5VTX,GOOG,488.5,1677808,819609208,False,1,0.5
IBM R735QTJ8XC9X,IBM,128.45,5602003,719577285,False,0.7053147,1
IWM RV0PWMLXVHPH,IWM,64.94,57955269,3763615168,False,0.8549615,1
NB R735QTJ8XC9X,BAC,15.6,111404220,1737905832,False,0.8712673,1
SPY R735QTJ8XC9X,SPY,109.68,176469285,19355151178,False,0.8040345,1
USO THORT68ZZSYT,USO,34.23,8470795,289955312,False,1,8
UW R735QTJ8XC9X,WM,32.77,2120264,69481051,False,0.7324924,1
